"5";"12.2707";"50.3424";"1";"5";"87";"5";"2019-04-22"
"5";"12.2707";"50.3424";"1";"2";"6";"5005";"2020-12-08"
"5";"12.2707";"50.3424";"1";"4";"2";"10005";"2021-11-07"
"25";"12.4815";"50.3543";"1";"3";"90";"25";"2019-08-31"
"25";"12.4815";"50.3543";"1";"1";"64";"5025";"2020-03-14"
"25";"12.4815";"50.3543";"1";"2";"93";"10025";"2021-12-23"
"27";"12.3019";"50.358";"1";"1";"64";"27";"2019-02-24"
"27";"12.3019";"50.358";"1";"1";"10";"5027";"2020-08-13"
"27";"12.3019";"50.358";"1";"2";"45";"10027";"2021-03-29"
"58";"12.911";"50.9953";"1";"1";"66";"58";"2019-11-12"
"58";"12.911";"50.9953";"1";"3";"29";"5058";"2020-04-11"
"58";"12.911";"50.9953";"1";"3";"29";"10058";"2021-03-05"
"61";"12.2996";"50.6729";"1";"3";"63";"61";"2019-01-31"
"61";"12.2996";"50.6729";"1";"5";"98";"5061";"2020-05-14"
"61";"12.2996";"50.6729";"1";"3";"96";"10061";"2021-09-04"
"67";"12.4251";"50.907";"1";"3";"56";"67";"2019-10-02"
"67";"12.4251";"50.907";"1";"2";"18";"5067";"2020-08-06"
"67";"12.4251";"50.907";"1";"3";"42";"10067";"2021-05-10"
"75";"12.2139";"50.3054";"1";"2";"30";"75";"2019-11-10"
"75";"12.2139";"50.3054";"1";"3";"97";"5075";"2020-12-22"
"75";"12.2139";"50.3054";"1";"4";"50";"10075";"2021-12-01"
"76";"12.1538";"50.0645";"1";"5";"25";"76";"2019-06-23"
"76";"12.1538";"50.0645";"1";"2";"57";"5076";"2020-07-11"
"76";"12.1538";"50.0645";"1";"2";"46";"10076";"2021-11-12"
"80";"12.8756";"50.1469";"1";"3";"98";"80";"2019-04-16"
"80";"12.8756";"50.1469";"1";"4";"28";"5080";"2020-12-26"
"80";"12.8756";"50.1469";"1";"2";"73";"10080";"2021-09-29"
"82";"12.6691";"50.3634";"1";"5";"51";"82";"2019-01-14"
"82";"12.6691";"50.3634";"1";"2";"73";"5082";"2020-02-10"
"82";"12.6691";"50.3634";"1";"3";"88";"10082";"2021-02-16"
"83";"12.4127";"50.4216";"1";"2";"92";"83";"2019-03-29"
"83";"12.4127";"50.4216";"1";"5";"90";"5083";"2020-05-09"
"83";"12.4127";"50.4216";"1";"5";"76";"10083";"2021-10-26"
"96";"12.8615";"50.2524";"1";"2";"50";"96";"2019-05-07"
"96";"12.8615";"50.2524";"1";"4";"70";"5096";"2020-03-09"
"96";"12.8615";"50.2524";"1";"2";"62";"10096";"2021-12-15"
"105";"12.7501";"50.9348";"1";"3";"45";"105";"2019-08-29"
"105";"12.7501";"50.9348";"1";"1";"6";"5105";"2020-09-18"
"105";"12.7501";"50.9348";"1";"4";"47";"10105";"2021-01-19"
"108";"12.8016";"50.8232";"1";"3";"35";"108";"2019-06-14"
"108";"12.8016";"50.8232";"1";"1";"91";"5108";"2020-10-09"
"108";"12.8016";"50.8232";"1";"3";"2";"10108";"2021-08-09"
"112";"12.3456";"50.4953";"1";"2";"44";"112";"2019-10-20"
"112";"12.3456";"50.4953";"1";"3";"47";"5112";"2020-04-18"
"112";"12.3456";"50.4953";"1";"5";"39";"10112";"2021-07-02"
"116";"12.0692";"50.5066";"1";"1";"77";"116";"2019-01-12"
"116";"12.0692";"50.5066";"1";"2";"90";"5116";"2020-04-07"
"116";"12.0692";"50.5066";"1";"2";"98";"10116";"2021-04-07"
"121";"12.5";"50.2071";"1";"4";"53";"121";"2019-12-09"
"121";"12.5";"50.2071";"1";"3";"36";"5121";"2020-10-02"
"121";"12.5";"50.2071";"1";"3";"65";"10121";"2021-09-01"
"135";"12.6716";"50.8912";"1";"4";"9";"135";"2019-05-16"
"135";"12.6716";"50.8912";"1";"5";"12";"5135";"2020-10-13"
"135";"12.6716";"50.8912";"1";"1";"13";"10135";"2021-07-31"
"152";"12.938";"50.8024";"1";"4";"26";"152";"2019-01-23"
"152";"12.938";"50.8024";"1";"1";"3";"5152";"2020-03-12"
"152";"12.938";"50.8024";"1";"2";"88";"10152";"2021-05-31"
"159";"12.3954";"50.5684";"1";"1";"59";"159";"2019-03-15"
"159";"12.3954";"50.5684";"1";"4";"96";"5159";"2020-03-23"
"159";"12.3954";"50.5684";"1";"5";"24";"10159";"2021-08-02"
"179";"12.625";"50.9365";"1";"3";"45";"179";"2019-08-03"
"179";"12.625";"50.9365";"1";"1";"74";"5179";"2020-06-22"
"179";"12.625";"50.9365";"1";"1";"48";"10179";"2021-06-19"
"183";"12.5546";"50.2";"1";"5";"42";"183";"2019-04-03"
"183";"12.5546";"50.2";"1";"5";"61";"5183";"2020-01-30"
"183";"12.5546";"50.2";"1";"4";"29";"10183";"2021-11-07"
"196";"12.7877";"50.0549";"1";"3";"27";"196";"2019-03-25"
"196";"12.7877";"50.0549";"1";"3";"39";"5196";"2020-01-20"
"196";"12.7877";"50.0549";"1";"5";"49";"10196";"2021-09-13"
"209";"12.5688";"50.2639";"1";"5";"86";"209";"2019-01-29"
"209";"12.5688";"50.2639";"1";"1";"12";"5209";"2020-04-09"
"209";"12.5688";"50.2639";"1";"2";"43";"10209";"2021-03-04"
"236";"12.2441";"50.5359";"1";"5";"61";"236";"2019-06-15"
"236";"12.2441";"50.5359";"1";"3";"1";"5236";"2020-10-10"
"236";"12.2441";"50.5359";"1";"5";"98";"10236";"2021-09-19"
"238";"12.6388";"50.9073";"1";"4";"44";"238";"2019-07-16"
"238";"12.6388";"50.9073";"1";"5";"68";"5238";"2020-10-25"
"238";"12.6388";"50.9073";"1";"5";"48";"10238";"2021-03-05"
"239";"12.933";"50.1722";"1";"2";"6";"239";"2019-06-16"
"239";"12.933";"50.1722";"1";"5";"79";"5239";"2020-10-04"
"239";"12.933";"50.1722";"1";"5";"18";"10239";"2021-01-13"
"241";"12.7588";"50.0243";"1";"3";"68";"241";"2019-02-17"
"241";"12.7588";"50.0243";"1";"2";"24";"5241";"2020-08-02"
"241";"12.7588";"50.0243";"1";"4";"73";"10241";"2021-05-10"
"248";"12.4202";"50.9243";"1";"5";"85";"248";"2019-10-22"
"248";"12.4202";"50.9243";"1";"3";"28";"5248";"2020-10-25"
"248";"12.4202";"50.9243";"1";"2";"41";"10248";"2021-02-22"
"253";"12.3794";"50.2927";"1";"5";"54";"253";"2019-11-28"
"253";"12.3794";"50.2927";"1";"1";"10";"5253";"2020-02-12"
"253";"12.3794";"50.2927";"1";"1";"48";"10253";"2021-10-02"
"254";"12.0851";"50.3656";"1";"4";"58";"254";"2019-07-25"
"254";"12.0851";"50.3656";"1";"3";"64";"5254";"2020-11-06"
"254";"12.0851";"50.3656";"1";"2";"55";"10254";"2021-02-27"
"268";"12.273";"50.9759";"1";"3";"8";"268";"2019-08-17"
"268";"12.273";"50.9759";"1";"1";"7";"5268";"2020-05-17"
"268";"12.273";"50.9759";"1";"5";"71";"10268";"2021-01-21"
"271";"12.3184";"50.3171";"1";"3";"53";"271";"2019-11-19"
"271";"12.3184";"50.3171";"1";"1";"91";"5271";"2020-12-16"
"271";"12.3184";"50.3171";"1";"4";"41";"10271";"2021-03-17"
"276";"12.9562";"50.6163";"1";"4";"94";"276";"2019-05-25"
"276";"12.9562";"50.6163";"1";"3";"76";"5276";"2020-12-30"
"276";"12.9562";"50.6163";"1";"5";"46";"10276";"2021-08-22"
"286";"12.9489";"50.8159";"1";"2";"44";"286";"2019-09-26"
"286";"12.9489";"50.8159";"1";"2";"88";"5286";"2020-01-13"
"286";"12.9489";"50.8159";"1";"5";"22";"10286";"2021-04-30"
"292";"12.6597";"50.902";"1";"1";"1";"292";"2019-05-28"
"292";"12.6597";"50.902";"1";"1";"20";"5292";"2020-02-09"
"292";"12.6597";"50.902";"1";"1";"24";"10292";"2021-05-26"
"295";"12.5807";"50.421";"1";"3";"56";"295";"2019-12-30"
"295";"12.5807";"50.421";"1";"4";"17";"5295";"2020-03-18"
"295";"12.5807";"50.421";"1";"1";"5";"10295";"2021-12-18"
"304";"12.336";"50.7038";"1";"3";"93";"304";"2019-04-16"
"304";"12.336";"50.7038";"1";"1";"53";"5304";"2020-03-28"
"304";"12.336";"50.7038";"1";"2";"94";"10304";"2021-05-04"
"331";"12.3936";"50.9018";"1";"1";"76";"331";"2019-03-18"
"331";"12.3936";"50.9018";"1";"5";"25";"5331";"2020-04-20"
"331";"12.3936";"50.9018";"1";"4";"92";"10331";"2021-03-21"
"353";"12.2264";"50.9996";"1";"2";"68";"353";"2019-08-10"
"353";"12.2264";"50.9996";"1";"2";"54";"5353";"2020-08-03"
"353";"12.2264";"50.9996";"1";"2";"4";"10353";"2021-08-31"
"368";"12.9865";"50.396";"1";"3";"51";"368";"2019-08-17"
"368";"12.9865";"50.396";"1";"5";"76";"5368";"2020-07-08"
"368";"12.9865";"50.396";"1";"2";"74";"10368";"2021-03-17"
"382";"12.1305";"50.8679";"1";"2";"62";"382";"2019-12-01"
"382";"12.1305";"50.8679";"1";"5";"77";"5382";"2020-04-20"
"382";"12.1305";"50.8679";"1";"5";"12";"10382";"2021-08-13"
"389";"12.8039";"50.3396";"1";"1";"13";"389";"2019-08-05"
"389";"12.8039";"50.3396";"1";"5";"19";"5389";"2020-12-11"
"389";"12.8039";"50.3396";"1";"1";"85";"10389";"2021-03-01"
"391";"12.9938";"50.8608";"1";"4";"6";"391";"2019-07-04"
"391";"12.9938";"50.8608";"1";"2";"80";"5391";"2020-12-20"
"391";"12.9938";"50.8608";"1";"5";"49";"10391";"2021-03-30"
"393";"12.0143";"50.8909";"1";"2";"99";"393";"2019-05-23"
"393";"12.0143";"50.8909";"1";"5";"57";"5393";"2020-03-02"
"393";"12.0143";"50.8909";"1";"4";"79";"10393";"2021-12-12"
"399";"12.1217";"50.5404";"1";"5";"84";"399";"2019-02-26"
"399";"12.1217";"50.5404";"1";"4";"1";"5399";"2020-01-16"
"399";"12.1217";"50.5404";"1";"2";"47";"10399";"2021-05-08"
"401";"12.2304";"50.1572";"1";"2";"71";"401";"2019-12-13"
"401";"12.2304";"50.1572";"1";"4";"82";"5401";"2020-08-01"
"401";"12.2304";"50.1572";"1";"5";"43";"10401";"2021-02-13"
"417";"12.8682";"50.5405";"1";"3";"66";"417";"2019-11-07"
"417";"12.8682";"50.5405";"1";"3";"11";"5417";"2020-06-08"
"417";"12.8682";"50.5405";"1";"5";"26";"10417";"2021-04-10"
"418";"12.1683";"50.0315";"1";"1";"24";"418";"2019-09-20"
"418";"12.1683";"50.0315";"1";"1";"77";"5418";"2020-08-22"
"418";"12.1683";"50.0315";"1";"5";"14";"10418";"2021-12-08"
"426";"12.6017";"50.5929";"1";"2";"54";"426";"2019-11-28"
"426";"12.6017";"50.5929";"1";"2";"7";"5426";"2020-08-06"
"426";"12.6017";"50.5929";"1";"4";"51";"10426";"2021-10-10"
"433";"12.5508";"50.923";"1";"3";"97";"433";"2019-09-22"
"433";"12.5508";"50.923";"1";"3";"60";"5433";"2020-02-13"
"433";"12.5508";"50.923";"1";"3";"13";"10433";"2021-07-18"
"450";"12.8235";"50.9977";"1";"1";"35";"450";"2019-08-23"
"450";"12.8235";"50.9977";"1";"5";"17";"5450";"2020-12-28"
"450";"12.8235";"50.9977";"1";"4";"32";"10450";"2021-05-19"
"458";"12.3499";"50.5445";"1";"4";"6";"458";"2019-07-15"
"458";"12.3499";"50.5445";"1";"3";"80";"5458";"2020-03-26"
"458";"12.3499";"50.5445";"1";"2";"41";"10458";"2021-06-19"
"464";"12.7923";"50.2333";"1";"3";"74";"464";"2019-10-31"
"464";"12.7923";"50.2333";"1";"1";"85";"5464";"2020-09-07"
"464";"12.7923";"50.2333";"1";"1";"21";"10464";"2021-03-13"
"467";"12.554";"50.8499";"1";"2";"45";"467";"2019-08-10"
"467";"12.554";"50.8499";"1";"2";"90";"5467";"2020-04-02"
"467";"12.554";"50.8499";"1";"1";"34";"10467";"2021-05-30"
"471";"12.6463";"50.3258";"1";"1";"57";"471";"2019-10-03"
"471";"12.6463";"50.3258";"1";"4";"94";"5471";"2020-03-04"
"471";"12.6463";"50.3258";"1";"4";"43";"10471";"2021-12-02"
"472";"12.3642";"50.791";"1";"3";"16";"472";"2019-05-07"
"472";"12.3642";"50.791";"1";"2";"5";"5472";"2020-04-15"
"472";"12.3642";"50.791";"1";"5";"73";"10472";"2021-05-25"
"531";"12.301";"50.273";"1";"2";"35";"531";"2019-11-01"
"531";"12.301";"50.273";"1";"1";"8";"5531";"2020-07-15"
"531";"12.301";"50.273";"1";"1";"27";"10531";"2021-08-17"
"542";"12.6844";"50.4381";"1";"3";"11";"542";"2019-11-27"
"542";"12.6844";"50.4381";"1";"3";"89";"5542";"2020-07-23"
"542";"12.6844";"50.4381";"1";"2";"15";"10542";"2021-02-27"
"551";"12.4658";"50.7996";"1";"3";"62";"551";"2019-09-24"
"551";"12.4658";"50.7996";"1";"4";"7";"5551";"2020-03-07"
"551";"12.4658";"50.7996";"1";"4";"71";"10551";"2021-01-18"
"553";"12.2627";"50.2837";"1";"1";"34";"553";"2019-06-28"
"553";"12.2627";"50.2837";"1";"4";"40";"5553";"2020-05-13"
"553";"12.2627";"50.2837";"1";"5";"19";"10553";"2021-09-28"
"561";"12.0983";"50.7762";"1";"3";"47";"561";"2019-06-24"
"561";"12.0983";"50.7762";"1";"1";"29";"5561";"2020-10-26"
"561";"12.0983";"50.7762";"1";"4";"72";"10561";"2021-11-19"
"567";"12.8844";"50.4337";"1";"2";"60";"567";"2019-10-20"
"567";"12.8844";"50.4337";"1";"2";"7";"5567";"2020-03-17"
"567";"12.8844";"50.4337";"1";"4";"77";"10567";"2021-11-24"
"604";"12.4384";"50.5525";"1";"2";"8";"604";"2019-09-11"
"604";"12.4384";"50.5525";"1";"2";"56";"5604";"2020-09-29"
"604";"12.4384";"50.5525";"1";"3";"31";"10604";"2021-11-26"
"622";"12.1268";"50.9772";"1";"3";"51";"622";"2019-05-08"
"622";"12.1268";"50.9772";"1";"3";"98";"5622";"2020-07-14"
"622";"12.1268";"50.9772";"1";"3";"19";"10622";"2021-06-29"
